DriverID,City,SignupDate,LastActiveDate,DaysSinceLastTrip,TotalTrips,TripsPerWeek,HoursOnlinePerDay,Utilisation,AverageDailyEarnings_GHS,EarningsPerWeek,Ratings,CancellationRate,IncentiveParticipation,EngagementScore,churn
224779,Accra,15/05/2024,04/05/2025,231,,60,8.4,0.77,1000.2,7001.4,4,0.42,0,,1
924878,Accra,02/10/2023,18/02/2025,306,200,108,10.5,0.59,542.1,3794.7,5,0.48,1,0.44,0
956021,Tamale,18/11/2022,25/06/2025,179,8129,84,9.2,0.51,415.9,2911.3,5,0.19,1,1,0
936693,Accra,18/01/2023,26/10/2023,787,7593,118,9.5,0.45,441.3,3089.1,5,0.29,0,0.89,1
906775,Kumasi,27/03/2022,01/05/2024,599,1252,88,10,0.62,236.5,1655.5,4,0.14,1,0.75,1
752657,Takoradi,30/11/2023,29/03/2024,632,9520,53,10.7,0.62,629.4,4405.8,4,0.42,1,0.58,1
183401,Kumasi,28/02/2023,17/10/2024,430,200,95,7.1,0.43,934.4,6540.8,4,0.31,0,0.55,1
262795,Kumasi,03/06/2023,18/05/2025,217,1168,113,10.4,0.46,718.6,5030.2,5,0.47,0,0.61,1
137622,Kumasi,06/04/2023,06/02/2025,318,,143,10.7,0.64,843.6,5905.2,4,0.37,1,0.52,1
810678,Accra,27/09/2022,12/01/2023,1074,2109,97,5.4,,345.7,2419.9,4,,1,0.79,1
181396,Accra,30/11/2023,14/03/2025,282,1142,75,9.3,0.5,345.3,2417.1,5,0.33,1,0.79,1
579888,Kumasi,13/02/2022,04/04/2022,1357,2638,56,6.4,0.77,492.7,3448.9,4,0.36,1,0.84,1
445681,Cape Coast,28/09/2023,24/04/2024,606,6184,70,9.2,0.52,642,4494,5,0.34,0,0.58,1
649228,Accra,22/10/2023,14/06/2024,555,3109,64,,0.46,410.7,2874.9,4,,1,0.61,0
154617,Kumasi,28/02/2022,21/10/2025,61,13566,20,4,0.63,802.6,5618.2,5,,1,0.58,0
463922,Accra,29/01/2024,16/10/2025,66,8257,54,7.4,0.67,444.1,3108.7,4,0.27,1,0.71,1
407147,Accra,20/03/2024,14/09/2025,98,7861,115,6.1,0.52,541.2,3788.4,5,0.22,0,0.8,1
761034,Kumasi,08/09/2022,10/06/2023,925,1189,20,8.7,0.62,494.2,3459.4,5,0.39,,0.57,1
612522,Accra,18/12/2023,23/03/2024,638,2979,135,7.5,0.64,448.5,3139.5,4,0.21,,0.56,1
913110,Kumasi,20/04/2024,14/02/2025,310,2579,82,10.5,0.6,216,1512,5,0.32,1,0.89,1
363224,Tamale,08/06/2022,30/03/2023,997,7251,20,9.3,0.76,604.3,4230.1,4,0.33,,0.6,1
823011,Kumasi,23/05/2024,27/01/2025,328,3433,,,0.44,301.6,2111.2,5,0.13,1,0.66,0
898359,Kumasi,18/04/2022,19/05/2023,947,5259,,4.4,0.79,100,700,4,0.22,1,0.95,1
372319,Accra,25/10/2022,23/04/2025,242,4283,103,4,0.65,366.9,2568.3,5,0.32,1,0.67,1
547163,Accra,20/01/2023,06/12/2023,746,1062,20,10.8,0.71,641.5,4490.5,5,0.37,,0.46,1
520778,Kumasi,12/06/2022,05/10/2022,1173,6348,110,4,0.54,693.1,4851.7,5,0.35,1,0.61,1
962056,Accra,07/08/2023,11/03/2025,285,4300,51,7.5,0.71,440.3,3082.1,5,0.36,1,0.66,1
614219,Accra,13/02/2023,19/08/2024,489,2432,,7.1,0.52,584.5,4091.5,5,0.37,1,1,1
984847,Accra,24/05/2024,14/04/2025,251,527,,8.9,0.67,704.4,4930.8,4,0.39,1,0.59,1
183117,Accra,16/03/2022,26/07/2022,1244,5783,76,8.2,0.48,593.4,4153.8,5,0.27,1,0.71,1
659917,Accra,17/08/2022,03/11/2024,413,3775,50,4,0.69,556.3,3894.1,5,0.27,1,0.8,1
589248,Accra,02/02/2023,29/10/2025,53,1425,101,10.3,0.6,769.9,5389.3,,,1,0.77,0
945350,Kumasi,19/04/2023,02/06/2024,567,7615,56,6.7,0.56,738.7,5170.9,5,0.38,1,0.93,1
139130,Kumasi,17/11/2023,04/12/2025,17,4427,78,8.1,0.79,474.9,3324.3,4,0.35,0,0.83,0
161397,Takoradi,06/04/2022,04/10/2024,443,200,39,8.2,0.56,,1516.9,4,0.17,0,0.75,1
824415,Accra,24/12/2022,18/01/2023,1068,8415,117,7.5,0.45,628.4,4398.8,4,0.26,0,0.82,1
626301,Kumasi,23/04/2023,01/06/2024,568,200,20,10.9,0.42,792.3,5546.1,4,0.34,1,,1
820929,Cape Coast,25/04/2023,13/11/2023,769,2450,21,14.5,0.57,,1981,,0.31,1,0.33,1
103219,Accra,20/10/2023,10/12/2024,376,4116,48,9.9,0.46,478.9,3352.3,4,0.26,0,0.72,1
473325,Kumasi,02/07/2023,08/04/2025,257,503,141,6.1,0.68,379.3,2655.1,4,0.3,1,0.75,1
390432,Kumasi,17/04/2024,28/11/2024,388,3527,90,11.5,0.45,681.9,4773.3,5,0.36,1,0.33,1
890528,Accra,22/04/2023,10/03/2025,286,8725,77,7.9,0.64,572.7,4008.9,5,0.41,1,0.71,0
166815,Accra,22/04/2022,04/02/2023,1051,8146,36,12.7,0.61,558.7,3910.9,4,0.24,0,0.86,1
585992,Kumasi,29/03/2022,27/02/2025,297,6446,92,7.6,0.49,279.9,1959.3,4,0.27,1,0.75,0
857710,Kumasi,04/07/2022,24/11/2024,392,6981,64,5.6,0.6,100,700,4,0.27,1,0.84,1
366367,Accra,20/01/2024,13/08/2024,495,7366,54,8.2,0.56,748.2,5237.4,4,0.37,0,,0
997601,Takoradi,21/04/2022,30/04/2022,1331,6812,124,6,,167.8,1174.6,4,0.43,1,0.91,1
287803,Tamale,11/02/2023,01/10/2023,812,4585,118,8.4,0.49,599,4193,5,0.27,,0.53,1
355922,Accra,26/02/2024,05/05/2024,595,2964,20,7.2,,100,700,5,0.19,0,0.7,1
208672,Accra,20/03/2023,09/08/2023,865,1785,117,7.1,0.63,141.5,990.5,4,0.21,1,1,1
936376,Kumasi,24/07/2022,31/05/2023,935,2265,59,5.4,0.74,,4516.4,4,0.32,1,0.52,1
513833,Accra,16/02/2023,13/04/2023,983,200,85,5,0.79,587.6,4113.2,4,0.32,0,1,1
184195,Accra,03/12/2022,14/03/2023,1013,6181,20,6,0.67,322.6,2258.2,5,0.27,1,1,1
554394,Kumasi,08/03/2022,01/02/2025,323,5197,105,,0.71,418.6,2930.2,5,0.33,1,0.4,1
739759,Accra,21/11/2022,12/07/2024,527,4377,96,12.3,0.51,842.7,5898.9,5,0.23,1,0.85,1
219467,Accra,17/12/2022,13/10/2025,69,2917,51,7.8,0.77,645.9,,5,0.19,0,0.71,0
451655,Cape Coast,11/09/2023,12/06/2024,557,5206,84,13.3,0.76,390.3,2732.1,5,0.35,1,0.63,1
725408,Tamale,13/05/2023,20/09/2023,823,4400,20,12,0.59,633.3,4433.1,4,0.39,0,0.43,1
865042,Accra,06/08/2022,09/10/2024,438,3544,43,7.6,0.56,420.7,2944.9,5,0.35,0,,1
566492,Tamale,21/12/2023,06/09/2024,471,6344,21,5.9,0.53,612.7,,4,0.2,1,0.55,1
252206,Accra,30/01/2024,09/08/2025,134,3821,83,7.2,0.55,628.8,4401.6,5,0.4,0,0.7,0
949198,Accra,03/05/2023,28/11/2023,754,5774,61,8.8,0.63,,1850.1,4,0.36,0,0.87,1
507638,Accra,28/04/2022,22/06/2023,913,6798,78,12.2,0.77,576.7,4036.9,5,0.24,0,0.77,1
279062,Accra,13/10/2022,23/12/2023,729,,35,4.4,0.6,778.1,5446.7,4,0.18,1,0.72,1
386173,Accra,11/04/2023,18/06/2024,551,5625,20,5.9,,445.1,3115.7,5,0.26,0,0.41,1
642672,Accra,09/02/2022,22/08/2024,486,200,,6.6,,660,4620,4,0.36,1,0.82,1
560942,Cape Coast,13/07/2023,04/06/2025,200,6365,20,10.5,0.52,321.9,2253.3,,0.31,1,0.49,0
153901,Accra,27/04/2023,22/05/2024,578,6460,118,7.6,0.49,875,,4,0.18,1,0.85,0
536314,Accra,30/05/2022,16/07/2022,1254,7037,80,11.6,0.47,627.7,4393.9,5,,1,,1
641519,Accra,18/10/2023,23/03/2025,273,7589,125,12.9,0.77,863.1,,5,0.14,0,1,1
981384,Takoradi,07/08/2022,14/07/2023,891,3728,129,4,0.46,502.4,3516.8,5,0.22,1,0.62,1
857996,Accra,24/11/2022,05/12/2025,16,5929,20,5.9,0.67,425.7,2979.9,4,0.38,1,0.8,1
201374,Accra,05/08/2023,16/04/2025,249,6773,75,8.6,0.75,401.9,2813.3,5,0.27,0,0.87,1
282139,Kumasi,02/02/2022,13/05/2024,587,2007,91,5.3,0.7,726.7,5086.9,5,0.28,,0.44,1
969087,Kumasi,08/09/2023,31/01/2025,324,200,90,7.6,0.73,,1885.1,4,0.15,1,,1
812681,Tamale,03/03/2024,17/12/2025,4,5559,71,6.3,0.71,,1888.6,4,0.38,0,0.61,1
312687,Accra,25/01/2023,20/07/2023,885,6283,150,4,0.63,787.1,5509.7,4,0.26,1,0.73,1
858052,Accra,05/03/2022,03/05/2023,963,7389,89,5.4,0.52,432.2,3025.4,4,0.33,1,0.6,1
286905,Tamale,07/04/2024,03/05/2025,232,,93,5.1,0.55,502.8,3519.6,4,0.22,1,0.95,0
369802,Accra,06/01/2023,24/01/2023,1062,4368,54,8.1,0.42,592.1,4144.7,5,0.42,1,0.73,1
705089,Kumasi,19/03/2024,26/02/2025,298,4287,20,8.8,0.64,636,4452,5,0.29,1,0.79,1
671755,Accra,17/03/2023,01/01/2025,354,2391,111,9,0.44,582.1,4074.7,4,0.36,1,0.99,0
263769,Accra,30/04/2023,24/03/2025,272,6401,75,10.6,0.65,,5745.6,4,,0,0.57,1
419992,Cape Coast,07/08/2022,08/01/2024,713,5899,127,4.7,,607.4,4251.8,4,0.27,1,0.7,1
448124,Accra,25/02/2022,22/07/2025,152,3711,30,,0.49,100,700,4,0.26,1,0.85,0
465379,Accra,05/08/2022,13/03/2024,648,4187,66,5.2,0.73,520.9,3646.3,,0.28,1,0.86,1
670775,Accra,24/01/2022,03/07/2024,536,3534,46,6.7,0.75,478.9,3352.3,4,0.36,0,0.77,1
650114,Accra,16/02/2024,22/10/2025,60,9818,43,4,0.41,516.7,3616.9,4,0.35,,0.53,0
322175,Accra,02/12/2023,17/04/2024,613,5784,81,4,0.55,477.2,3340.4,5,0.32,1,0.68,1
191679,Accra,10/03/2023,04/04/2023,992,,20,7.5,0.65,463.8,3246.6,5,0.36,1,0.58,1
830213,Kumasi,04/10/2022,29/11/2025,22,4011,81,4,0.61,554.2,3879.4,4,0.35,1,1,1
413899,Accra,16/09/2022,14/10/2024,433,2922,90,8.7,0.61,153.2,1072.4,5,0.32,1,0.61,1
181386,Accra,13/10/2023,16/12/2024,370,4232,150,7.6,0.8,593.1,4151.7,4,0.21,1,0.63,1
235191,Kumasi,30/06/2022,25/01/2024,696,2423,60,5.1,0.56,402.7,2818.9,,0.34,,0.52,1
869458,Accra,27/03/2022,03/06/2025,201,6864,112,7.1,0.73,730.1,5110.7,5,0.26,1,0.19,0
791197,Accra,26/05/2022,10/09/2022,1198,3690,64,,0.62,248.1,1736.7,4,0.37,1,0.27,1
649651,Kumasi,12/03/2022,31/10/2022,1147,4265,106,7,0.7,518.7,3630.9,4,0.29,0,1,1
211001,Kumasi,08/10/2022,28/10/2023,785,4816,133,9.3,,770.7,5394.9,5,0.3,1,0.84,1
768105,Accra,19/02/2023,15/12/2023,737,4304,20,9.4,,882.5,6177.5,5,0.33,1,0.83,1
256033,Accra,25/03/2022,12/09/2023,831,200,85,4,0.72,488.9,3422.3,5,0.27,1,0.46,1
291766,Accra,02/11/2022,28/11/2024,388,1321,136,6.4,0.41,505.7,3539.9,4,0.29,0,1,1
174953,Accra,31/12/2023,05/04/2024,625,1478,129,9.9,0.42,434.2,3039.4,5,,1,1,1
470017,Kumasi,08/04/2023,24/10/2025,58,,85,7.1,0.74,614.2,4299.4,5,0.27,1,0.47,0
180853,Accra,06/03/2023,04/10/2024,443,2234,110,8.2,0.74,479.4,3355.8,5,0.27,1,1,1
288124,Accra,22/06/2023,29/01/2024,692,1810,66,10.2,0.54,555.3,3887.1,,0.31,1,0.58,1
203988,Accra,08/08/2022,13/09/2024,464,3284,110,8.4,,242.3,1696.1,,0.32,0,0.75,1
303154,Kumasi,17/11/2023,08/01/2024,713,5626,77,8.3,0.59,787.7,5513.9,5,0.32,1,0.65,1
515553,Accra,23/09/2022,25/09/2022,1183,3310,58,6.4,0.46,609.3,4265.1,4,0.1,1,0.83,1
300912,Accra,08/07/2022,14/12/2022,1103,4209,104,6,0.68,707.8,4954.6,5,0.36,,0.44,1
876867,Tamale,30/04/2024,19/08/2024,489,3425,54,7.3,0.69,597,4179,4,0.47,1,0.85,1
576129,Accra,25/02/2022,06/01/2024,715,11667,103,8.9,0.48,291.6,2041.2,5,0.39,1,0.5,1
389909,Cape Coast,05/04/2022,24/11/2023,758,4079,105,,0.41,361.6,2531.2,5,0.29,1,0.43,1
331858,Accra,15/03/2023,19/04/2024,611,2760,119,5.2,0.68,524.5,3671.5,4,0.31,1,0.37,1
973733,Accra,17/12/2022,30/07/2023,875,200,76,6.6,0.66,353.3,2473.1,5,0.3,1,0.49,1
466497,Accra,11/02/2024,12/06/2025,192,3686,150,4,0.52,699.2,4894.4,4,0.35,1,0.57,1
876755,Kumasi,01/11/2022,08/10/2024,439,8844,33,4.9,0.71,493.9,3457.3,3,0.3,1,0.85,1
,Cape Coast,18/06/2022,09/06/2025,195,200,146,4.4,0.77,,3563.7,4,,1,0.78,1
503730,Tamale,23/07/2022,23/11/2022,1124,1629,125,10.3,0.41,,3985.8,4,0.45,1,0.62,1
561316,Accra,24/12/2022,03/04/2023,993,10567,109,4,0.48,440.2,3081.4,4,0.26,1,0.46,1
553804,Accra,06/03/2023,14/10/2023,799,200,120,8,0.48,712.5,4987.5,5,0.39,1,0.8,1
495670,Accra,09/05/2023,27/10/2024,420,6388,62,4.2,0.79,863.3,,4,0.31,0,0.62,1
688263,Accra,02/05/2023,23/05/2025,212,3252,20,4,0.52,454.7,3182.9,5,0.35,1,0.64,0
637407,Accra,03/07/2023,06/12/2024,380,495,58,8,0.7,651.6,,5,0.29,1,0.68,1
129315,Accra,07/12/2023,20/07/2025,154,,98,9,0.54,642,4494,5,0.33,0,0.45,0
890107,Cape Coast,13/03/2024,19/04/2024,611,200,113,13,0.53,334.3,2340.1,4,0.26,1,0.91,1
373989,Accra,14/06/2022,21/01/2024,700,6617,138,6.7,0.44,655.2,4586.4,5,0.38,1,0.36,1
249659,Accra,24/03/2023,06/01/2025,349,351,20,6.6,0.69,635.1,4445.7,5,0.37,1,0.71,1
730935,Accra,30/12/2022,19/05/2023,947,7970,66,10.6,0.48,345.4,2417.8,4,0.24,1,0.79,1
878056,Accra,11/12/2023,12/02/2024,678,3372,90,,0.79,441.1,3087.7,5,0.23,0,0.9,0
503306,Kumasi,08/08/2023,23/05/2024,577,6610,32,11.7,0.76,844.3,5910.1,4,0.41,1,0.75,1
992168,Accra,03/02/2023,09/06/2023,926,9007,150,9.1,0.62,172.3,1206.1,4,0.15,0,0.44,1
119826,Cape Coast,22/04/2024,26/01/2025,329,1067,98,7.9,0.75,370.5,2593.5,5,0.31,0,0.62,1
215274,Accra,11/01/2022,22/05/2023,944,200,68,14.3,0.52,713.7,4995.9,,0.28,0,0.91,1
708208,Kumasi,29/07/2023,03/10/2023,810,5665,92,4,0.49,472.9,3310.3,5,0.38,,0.41,1
721621,Tamale,12/03/2024,04/03/2025,292,3240,79,9.8,0.7,737.6,5163.2,3,0.44,1,0.58,1
515790,Accra,04/09/2023,24/10/2024,423,5472,23,10.2,0.59,618.8,4331.6,4,0.3,0,0.73,1
413473,Accra,23/07/2022,19/09/2024,458,9157,126,7.7,0.56,710.7,4974.9,4,0.21,1,,1
235662,Accra,21/03/2022,27/01/2025,328,200,122,5.6,0.66,220.4,1542.8,,0.29,1,0.83,0
746477,Accra,11/01/2024,25/12/2024,361,2233,36,10.2,,676,4732,5,0.34,1,0.43,1
556677,Accra,15/11/2023,01/02/2024,689,4812,118,8.7,0.53,729.3,5105.1,4,0.42,0,0.52,1
648779,Accra,16/08/2023,20/07/2025,154,4239,20,8.7,0.54,662.2,4635.4,5,0.3,1,0.79,1
528088,Kumasi,24/09/2023,30/04/2024,600,,68,4,0.54,464,3248,5,0.4,1,1,1
190005,Accra,29/05/2022,05/04/2024,625,7732,82,5.5,0.78,415.2,2906.4,4,0.38,1,0.29,1
941320,Accra,28/11/2022,25/12/2023,727,200,105,7.2,0.69,609.5,4266.5,5,0.23,1,0.81,0
846661,Accra,12/11/2023,30/04/2025,235,200,150,7,0.76,660.3,4622.1,4,0.3,0,0.54,1
676420,Kumasi,23/04/2024,07/08/2024,501,6026,142,12.7,,594.6,4162.2,5,0.29,1,0.42,1
507717,Accra,22/01/2024,30/10/2024,417,2597,77,,0.6,732.6,5128.2,5,0.25,1,0.32,1
807715,Kumasi,31/01/2024,12/07/2025,162,6480,20,4.4,0.75,389.6,2727.2,5,0.31,1,0.71,0
935309,Accra,25/04/2024,04/12/2024,382,8904,69,8.8,0.6,243.9,1707.3,5,0.31,0,1,1
620887,Kumasi,25/01/2024,28/05/2025,207,200,89,11.4,0.73,833.7,5835.9,5,0.15,1,0.42,1
897123,Accra,21/01/2024,04/12/2024,382,,113,4.9,0.46,282.4,1976.8,4,0.13,1,0.65,0
688079,Cape Coast,21/11/2022,17/06/2025,187,200,150,8.7,0.67,278.8,1951.6,5,0.24,0,0.6,0
955027,Accra,15/01/2022,01/11/2023,781,6024,,6.3,0.49,681.9,4773.3,5,0.25,0,0.59,1
639698,Accra,04/06/2022,26/05/2024,574,1173,82,9.1,0.63,331.7,2321.9,4,0.25,1,0.58,1
763217,Accra,15/04/2023,14/09/2024,463,8478,103,9.3,0.77,574.7,4022.9,4,0.27,,0.54,1
563285,Accra,01/06/2022,12/09/2022,1196,2045,30,,0.73,296.5,,5,0.33,1,0.26,1
706731,Accra,27/05/2023,15/12/2023,737,1811,96,8.5,0.75,358.7,2510.9,5,0.34,0,0.67,1
217877,Accra,21/11/2022,16/02/2023,1039,6746,85,8.1,0.55,520.6,3644.2,5,0.22,0,1,1
267922,Accra,27/04/2022,27/10/2025,55,3963,141,5.9,0.54,622.9,4360.3,5,0.38,1,1,0
168870,Accra,22/03/2024,04/04/2024,626,6560,27,7.3,0.5,878,,5,0.28,0,0.72,1
458031,Accra,22/11/2023,07/03/2024,654,200,78,12.6,0.52,716.5,5015.5,4,0.32,1,0.46,1
985067,Kumasi,21/02/2023,27/05/2025,208,3864,105,10.2,0.67,302.9,2120.3,5,0.3,0,0.53,1
485175,Accra,27/09/2022,20/08/2025,123,7925,,7.1,0.77,533.2,3732.4,5,,1,0.77,1
124996,Accra,18/06/2023,09/05/2024,591,3934,27,7.5,0.72,346.9,2428.3,4,0.36,1,0.66,1
764550,Accra,10/01/2024,04/02/2025,320,200,59,4.2,0.48,210.1,1470.7,,0.31,0,0.93,1
617336,Accra,04/01/2022,05/08/2023,869,9223,88,8,0.49,,3235.4,5,,0,0.67,1
886268,Accra,07/04/2023,09/07/2024,530,360,150,13.1,0.56,497.6,3483.2,4,0.13,1,0.99,1
546759,Accra,02/05/2024,23/08/2024,485,1620,,7.4,0.8,512.4,3586.8,5,0.33,,0.4,1
680623,Accra,09/05/2022,18/11/2024,398,7064,88,10,0.54,328.5,2299.5,5,0.45,1,0.78,1
694202,Tamale,12/10/2023,27/04/2025,238,12627,112,10.8,0.47,311,2177,4,0.24,0,0.68,0
554506,Kumasi,06/04/2023,31/12/2023,721,3418,44,6.8,0.46,,5217.1,5,0.26,0,0.22,1
827631,Tamale,17/10/2023,23/11/2023,759,9986,91,11,0.73,723.1,5061.7,4,0.34,1,0.72,1
274249,Accra,16/08/2023,18/11/2023,764,10568,150,10.3,0.78,808.1,5656.7,5,0.17,1,0.68,1
809346,Accra,10/04/2022,07/09/2025,105,4331,31,,0.58,939.4,6575.8,4,0.34,0,1,1
626438,Kumasi,12/08/2022,25/06/2023,910,2918,110,11.5,0.56,100,700,4,0.37,0,0.8,1
833354,Accra,03/02/2024,22/05/2025,213,4477,,7,0.59,448.5,3139.5,3,0.4,1,0.58,0
259066,Accra,12/07/2022,08/02/2023,1047,9811,86,4,0.74,,3945.2,4,0.35,1,0.85,1
848119,Accra,07/03/2023,25/04/2024,605,4523,107,5.5,0.56,769,5383,5,0.19,0,0.73,1
639767,Accra,15/12/2023,27/08/2025,116,3232,83,5.2,0.49,462.3,3236.1,4,0.4,1,0.45,1
858177,Accra,14/07/2023,04/01/2025,351,3917,109,10,,643.1,4501.7,4,0.42,0,0.64,1
146521,Accra,20/06/2022,13/08/2023,861,2616,98,8.3,0.63,589.8,4128.6,4,0.29,1,1,1
815793,Accra,08/09/2023,16/01/2025,339,3131,54,9.1,0.41,340.1,2380.7,5,0.34,0,0.96,1
678357,Cape Coast,22/01/2023,21/08/2023,853,2068,72,10.9,0.57,511.1,3577.7,4,0.27,1,0.64,1
159132,Accra,10/08/2022,19/01/2025,336,983,79,8.4,0.64,608.9,4262.3,4,,,0.65,0
650636,Accra,23/12/2022,03/07/2023,902,5732,50,5.1,0.79,611.2,,4,0.32,0,0.72,1
222809,Accra,03/08/2022,10/03/2023,1017,1071,20,7.7,0.61,510.5,3573.5,5,0.26,0,0.77,1
100732,Accra,15/07/2022,03/08/2024,505,3808,30,4,0.41,653.7,4575.9,4,0.19,1,0.6,1
725416,Kumasi,27/11/2023,09/05/2025,226,2994,71,4,0.6,282.3,,4,0.31,,1,0
261761,Kumasi,14/08/2023,16/09/2024,461,6713,,5.1,,372.1,2604.7,3,0.3,1,0.78,1
599688,Accra,15/01/2022,02/06/2024,567,3097,94,7.8,0.77,333,2331,4,0.15,1,0.71,0
615494,Accra,15/01/2023,10/12/2025,11,5744,120,10.1,0.58,156.7,1096.9,5,0.29,1,0.84,1
462464,Kumasi,13/04/2024,20/06/2025,184,200,105,10.4,0.58,587.9,4115.3,5,0.34,0,0.35,0
316706,Accra,08/01/2023,28/08/2023,846,7585,119,7.7,0.64,672.1,4704.7,4,0.14,1,0.81,1
617720,Accra,17/01/2022,11/07/2022,1259,5668,63,8.8,0.43,458.3,3208.1,4,0.3,1,0.96,1
915853,Kumasi,06/11/2022,26/06/2025,178,7873,82,8.4,0.41,764.4,5350.8,5,0.32,,0.52,1
306765,Kumasi,11/11/2022,09/01/2025,346,,72,8.2,,480.9,3366.3,5,,0,0.62,1
916551,Accra,18/04/2024,18/04/2025,247,2577,22,9.2,0.42,523.6,3665.2,4,0.36,,0.88,1
545113,Accra,08/05/2022,07/08/2025,136,4734,100,7.7,0.78,686.8,4807.6,4,0.49,0,0.65,0
206318,Cape Coast,18/12/2023,17/12/2025,4,632,76,9.1,0.77,545.2,3816.4,4,0.36,1,0.73,0
131143,Accra,27/05/2023,11/11/2024,405,1574,126,8.8,0.69,229,1603,4,0.23,0,0.79,1
,Cape Coast,27/10/2023,21/05/2024,579,,30,8.4,0.49,971.2,6798.4,5,0.32,1,0.37,1
503829,Accra,12/04/2023,20/02/2025,304,2978,20,6.5,0.77,624.1,4368.7,5,0.36,0,0.42,1
682599,Accra,28/02/2023,11/04/2024,619,200,93,4,0.8,100,700,5,0.32,0,0.73,1
325111,Takoradi,25/02/2023,19/01/2024,702,,43,7.7,0.74,895.7,6269.9,5,0.31,1,0.77,1
618989,Kumasi,27/12/2022,23/04/2025,242,200,95,4,0.75,541.9,3793.3,4,0.39,1,0.67,0
688993,Kumasi,27/12/2022,11/05/2023,955,,103,4.4,0.75,562.4,3936.8,4,0.28,0,0.56,1
947537,Accra,28/04/2024,29/08/2025,114,696,143,8.2,0.45,299.8,2098.6,5,0.29,1,1,0
535240,Accra,10/07/2023,17/12/2025,4,1119,110,4.1,0.58,438.5,3069.5,4,0.31,1,1,1
373668,Accra,13/03/2023,25/04/2023,971,3623,112,6.8,0.51,576.6,4036.2,3,,,0.54,1
155602,Accra,20/06/2023,26/06/2025,178,4552,20,7.5,0.71,280.7,1964.9,4,0.4,1,0.4,0
332078,Accra,23/02/2024,17/01/2025,338,5190,50,4,0.45,741.4,5189.8,,0.33,0,0.68,0
241720,Accra,10/12/2022,06/02/2023,1049,2071,109,6.3,0.7,735.4,5147.8,5,0.48,1,0.73,1
193846,Accra,27/04/2022,09/03/2024,652,3465,75,9.1,0.61,630.6,4414.2,4,0.24,0,0.47,1
422758,Kumasi,30/06/2022,03/07/2025,171,8445,135,5.1,0.52,542.6,3798.2,4,0.18,,0.78,0
875022,Takoradi,15/04/2023,14/11/2023,768,3729,74,6.1,0.67,249.5,1746.5,5,0.32,,0.56,1
859596,Accra,15/03/2023,02/04/2024,628,4304,62,11.3,0.42,662.2,4635.4,4,0.23,1,0.75,1
838668,Cape Coast,18/01/2023,11/02/2024,679,6712,56,8.9,0.4,829,5803,4,0.23,0,0.51,1
701286,Accra,01/07/2022,07/12/2023,745,6335,39,9.1,0.43,515.4,3607.8,5,0.13,1,0.8,0
519245,Accra,21/07/2023,21/07/2024,518,200,86,6.7,0.61,288.5,2019.5,4,0.24,0,0.39,1
369633,Kumasi,02/09/2023,23/06/2025,181,5119,88,7.9,0.76,765.6,5359.2,5,0.42,1,0.4,0
123871,Accra,16/06/2022,25/06/2025,179,4048,20,,0.59,497,3479,4,0.2,0,0.89,0
148164,Accra,10/07/2023,17/09/2023,826,9059,60,11.5,0.71,596.5,4175.5,5,0.3,1,0.74,1
797388,Tamale,23/03/2023,15/11/2024,401,737,97,4,0.71,486.3,3404.1,,0.21,1,0.76,1
949961,Accra,26/01/2023,08/01/2025,347,1235,82,6.2,0.73,386.8,2707.6,4,0.38,0,0.68,1
780506,Tamale,19/10/2022,02/03/2025,294,2744,81,8.2,0.55,462.4,3236.8,,0.33,,0.95,1
964727,Accra,15/05/2024,16/04/2025,249,6344,54,11.5,,182.9,1280.3,4,0.21,0,0.93,1
573457,Accra,07/11/2023,31/01/2025,324,7463,52,4,0.43,595.7,4169.9,5,0.28,0,0.54,1
308147,Kumasi,07/12/2023,29/11/2025,22,3053,63,8.5,0.49,299.9,2099.3,4,0.31,0,0.43,0
497453,Takoradi,28/11/2023,30/04/2024,600,5884,94,9.4,0.73,494.7,3462.9,4,0.27,0,0.51,1
401272,Kumasi,24/03/2023,03/10/2024,444,2147,20,9.6,0.52,246.3,1724.1,4,0.35,1,0.75,1
371493,Accra,12/10/2023,25/10/2024,422,3871,46,9.4,0.49,532.8,3729.6,5,0.22,0,0.85,1
960365,Accra,18/10/2022,07/03/2024,654,5432,150,,0.53,261.2,1828.4,5,0.23,1,0.95,0
208553,Accra,20/12/2023,28/12/2024,358,9728,150,5.1,0.59,373.7,2615.9,4,0.18,0,0.73,1
384822,Accra,28/09/2023,31/05/2024,569,7054,132,10,0.73,,3685.5,4,0.38,0,0.42,0
646235,Accra,27/05/2024,05/02/2025,319,7495,89,,0.63,530.7,3714.9,4,0.31,1,,0
314554,Cape Coast,12/04/2022,10/07/2025,164,3114,23,9.1,0.47,441,3087,4,0.31,1,,0
109250,Kumasi,31/03/2022,04/12/2025,17,200,66,5.4,0.45,604.1,4228.7,4,,0,0.46,0
301020,Kumasi,05/04/2024,04/12/2025,17,10875,65,7.3,0.57,593.2,4152.4,4,0.23,0,0.44,0
808689,Accra,07/05/2024,11/10/2025,71,200,57,5.3,0.44,622.8,4359.6,5,0.28,1,0.68,1
547478,Kumasi,17/04/2022,18/03/2023,1009,2729,48,5.9,0.53,403.1,2821.7,5,0.19,1,0.32,1
943631,Accra,02/04/2022,02/11/2023,780,3474,74,7.1,0.73,100,700,5,,0,0.93,1
